FOLDER,ELEMENT,ATTRIBUTE,,,,,,,
default,HiSet A,gnrl_modby,None,,,,,,
default,HiSet A,gnrl_modif,None,,,,,,
default,HiSet A,iSchemeStatus,None,,,,,,
default,HiSet A,iacceptblock,None,,,,,,
default,HiSet A,idir,None,,,,,,
default,HiSet A,loc_name,None,,,,,,
default,HiSet A,outserv,RMC01/,IPh>>,use_setting,INF,,,
default,HiSet A,root_id,None,,,,,,
default,HiSet A,typ_id,None,,,,,,
default,HiSet C,AttributeType,None,,,,,,
default,HiSet C,Ipset,RMC01/,IPh>>,use_setting,None,,,
default,HiSet C,Ipsetr,None,,,,,,
default,HiSet C,Trelblock,None,,,,,,
default,HiSet C,Tset,None,,,,,,
default,HiSet C,cDisplayName,None,,,,,,
default,HiSet C,cTset,None,,,,,,
default,HiSet C,cUserDefIndex,None,,,,,,
default,HiSet C,c_sfansi,None,,,,,,
default,HiSet C,c_sfiec,None,,,,,,
default,HiSet C,c_type,None,,,,,,
default,HiSet C,calcuse,None,,,,,,
default,HiSet C,charact,None,,,,,,
default,HiSet C,chr_name,None,,,,,,
default,HiSet C,ciDist,None,,,,,,
default,HiSet C,ciDistAll,None,,,,,,
default,HiSet C,ciDistAllRoot,None,,,,,,
default,HiSet C,ciDistRoot,None,,,,,,
default,HiSet C,ciEarthed,None,,,,,,
default,HiSet C,ciEnergized,None,,,,,,
default,HiSet C,ciLater,None,,,,,,
default,HiSet C,ciOutaged,None,,,,,,
default,HiSet C,cpArea,None,,,,,,
default,HiSet C,cpBranch,None,,,,,,
default,HiSet C,cpFeed,None,,,,,,
default,HiSet C,cpGrid,None,,,,,,
default,HiSet C,cpHeadFold,None,,,,,,
default,HiSet C,cpMeteostat,None,,,,,,
default,HiSet C,cpOperator,None,,,,,,
default,HiSet C,cpOwner,None,,,,,,
default,HiSet C,cpSite,None,,,,,,
default,HiSet C,cpSubstat,None,,,,,,
default,HiSet C,cpSupplySubstation,None,,,,,,
default,HiSet C,cpSupplyTransformer,None,,,,,,
default,HiSet C,cpSupplyTrfStation,None,,,,,,
default,HiSet C,cpZone,None,,,,,,
default,HiSet C,cptotime,None,,,,,,
default,HiSet C,dat_src,None,,,,,,
default,HiSet C,dataExtUnit,None,,,,,,
default,HiSet C,fold_id,None,,,,,,
default,HiSet C,for_name,None,,,,,,
default,HiSet C,gnrl_modby,None,,,,,,
default,HiSet C,gnrl_modif,None,,,,,,
default,HiSet C,iSchemeStatus,None,,,,,,
default,HiSet C,iacceptblock,None,,,,,,
default,HiSet C,idir,None,,,,,,
default,HiSet C,loc_name,None,,,,,,
default,HiSet C,outserv,RMC01/,IPh>>,use_setting,INF,,,
default,HiSet C,root_id,None,,,,,,
default,HiSet C,typ_id,None,,,,,,
default,HiSet EF,AttributeType,None,,,,,,
default,HiSet EF,Ipset,RMC01/,IE>>,use_setting,None,,,
default,HiSet EF,Ipsetr,None,,,,,,
default,HiSet EF,Trelblock,None,,,,,,
default,HiSet EF,Tset,None,,,,,,
default,HiSet EF,cDisplayName,None,,,,,,
default,HiSet EF,cTset,None,,,,,,
default,HiSet EF,cUserDefIndex,None,,,,,,
default,HiSet EF,c_sfansi,None,,,,,,
default,HiSet EF,c_sfiec,None,,,,,,
default,HiSet EF,c_type,None,,,,,,
default,HiSet EF,calcuse,None,,,,,,
default,HiSet EF,charact,None,,,,,,
default,HiSet EF,chr_name,None,,,,,,
default,HiSet EF,ciDist,None,,,,,,
default,HiSet EF,ciDistAll,None,,,,,,
default,HiSet EF,ciDistAllRoot,None,,,,,,
default,HiSet EF,ciDistRoot,None,,,,,,
default,HiSet EF,ciEarthed,None,,,,,,
default,HiSet EF,ciEnergized,None,,,,,,
default,HiSet EF,ciLater,None,,,,,,
default,HiSet EF,ciOutaged,None,,,,,,
default,HiSet EF,cpArea,None,,,,,,
default,HiSet EF,cpBranch,None,,,,,,
default,HiSet EF,cpFeed,None,,,,,,
default,HiSet EF,cpGrid,None,,,,,,
default,HiSet EF,cpHeadFold,None,,,,,,
default,HiSet EF,cpMeteostat,None,,,,,,
default,HiSet EF,cpOperator,None,,,,,,
default,HiSet EF,cpOwner,None,,,,,,
default,HiSet EF,cpSite,None,,,,,,
default,HiSet EF,cpSubstat,None,,,,,,
default,HiSet EF,cpSupplySubstation,None,,,,,,
default,HiSet EF,cpSupplyTransformer,None,,,,,,
default,HiSet EF,cpSupplyTrfStation,None,,,,,,
default,HiSet EF,cpZone,None,,,,,,
default,HiSet EF,cptotime,None,,,,,,
default,HiSet EF,dat_src,None,,,,,,
default,HiSet EF,dataExtUnit,None,,,,,,
default,HiSet EF,fold_id,None,,,,,,
default,HiSet EF,for_name,None,,,,,,
default,HiSet EF,gnrl_modby,None,,,,,,
default,HiSet EF,gnrl_modif,None,,,,,,
default,HiSet EF,iSchemeStatus,None,,,,,,
default,HiSet EF,iacceptblock,None,,,,,,
default,HiSet EF,idir,None,,,,,,
default,HiSet EF,loc_name,None,,,,,,
default,HiSet EF,outserv,RMC01/,IE>>,use_setting,INF,,,
default,HiSet EF,root_id,None,,,,,,
default,HiSet EF,typ_id,None,,,,,,
default,SEF,AttributeType,None,,,,,,
default,SEF,Ipset,RMC02/,%In,use_setting,/,100,,
default,SEF,Ipsetr,None,,,,,,
default,SEF,Trelblock,None,,,,,,
default,SEF,Tset,RMC02/,t1,use_setting,None,,,
default,SEF,cDisplayName,None,,,,,,
default,SEF,cTset,None,,,,,,
default,SEF,cUserDefIndex,None,,,,,,
default,SEF,c_sfansi,None,,,,,,
default,SEF,c_sfiec,None,,,,,,
default,SEF,c_type,None,,,,,,
default,SEF,calcuse,None,,,,,,
default,SEF,charact,None,,,,,,
default,SEF,chr_name,None,,,,,,
default,SEF,ciDist,None,,,,,,
default,SEF,ciDistAll,None,,,,,,
default,SEF,ciDistAllRoot,None,,,,,,
default,SEF,ciDistRoot,None,,,,,,
default,SEF,ciEarthed,None,,,,,,
default,SEF,ciEnergized,None,,,,,,
default,SEF,ciLater,None,,,,,,
default,SEF,ciOutaged,None,,,,,,
default,SEF,cpArea,None,,,,,,
default,SEF,cpBranch,None,,,,,,
default,SEF,cpFeed,None,,,,,,
default,SEF,cpGrid,None,,,,,,
default,SEF,cpHeadFold,None,,,,,,
default,SEF,cpMeteostat,None,,,,,,
default,SEF,cpOperator,None,,,,,,
default,SEF,cpOwner,None,,,,,,
default,SEF,cpSite,None,,,,,,
default,SEF,cpSubstat,None,,,,,,
default,SEF,cpSupplySubstation,None,,,,,,
default,SEF,cpSupplyTransformer,None,,,,,,
default,SEF,cpSupplyTrfStation,None,,,,,,
default,SEF,cpZone,None,,,,,,
default,SEF,cptotime,None,,,,,,
default,SEF,dat_src,None,,,,,,
default,SEF,dataExtUnit,None,,,,,,
default,SEF,fold_id,None,,,,,,
default,SEF,for_name,None,,,,,,
default,SEF,gnrl_modby,None,,,,,,
default,SEF,gnrl_modif,None,,,,,,
default,SEF,iSchemeStatus,None,,,,,,
default,SEF,iacceptblock,None,,,,,,
default,SEF,idir,None,,,,,,
default,SEF,loc_name,None,,,,,,
default,SEF,outserv,ON,,,,,,
default,SEF,root_id,None,,,,,,
default,SEF,typ_id,None,,,,,,
default,Logic_dip,y1,None,,,,,,
default,Logic_dip,y2,None,,,,,,
default,Logic_dip,y3,None,,,,,,
default,Logic_dip,y4,None,,,,,,
default,Logic_dip,y5,None,,,,,,
default,Logic_dip,y6,None,,,,,,
default,Logic_dip,y7,None,,,,,,
default,Logic,AttributeType,None,,,,,,
default,Logic,aDipset,None,,,,,,
default,Logic,cDisplayName,None,,,,,,
default,Logic,cUserDefIndex,None,,,,,,
default,Logic,charact,None,,,,,,
default,Logic,chr_name,None,,,,,,
default,Logic,ciDist,None,,,,,,
default,Logic,ciDistAll,None,,,,,,
default,Logic,ciDistAllRoot,None,,,,,,
default,Logic,ciDistRoot,None,,,,,,
default,Logic,ciEarthed,None,,,,,,
default,Logic,ciEnergized,None,,,,,,
default,Logic,ciLater,None,,,,,,
default,Logic,ciOutaged,None,,,,,,
default,Logic,cpArea,None,,,,,,
default,Logic,cpBranch,None,,,,,,
default,Logic,cpFeed,None,,,,,,
default,Logic,cpGrid,None,,,,,,
default,Logic,cpHeadFold,None,,,,,,
default,Logic,cpMeteostat,None,,,,,,
default,Logic,cpOperator,None,,,,,,
default,Logic,cpOwner,None,,,,,,
default,Logic,cpSite,None,,,,,,
default,Logic,cpSubstat,None,,,,,,
default,Logic,cpSupplySubstation,None,,,,,,
default,Logic,cpSupplyTransformer,None,,,,,,
default,Logic,cpSupplyTrfStation,None,,,,,,
default,Logic,cpZone,None,,,,,,
default,Logic,dat_src,None,,,,,,
default,Logic,dataExtUnit,None,,,,,,
default,Logic,fold_id,None,,,,,,
default,Logic,for_name,None,,,,,,
default,Logic,gnrl_modby,None,,,,,,
default,Logic,gnrl_modif,None,,,,,,
default,Logic,iSchemeStatus,None,,,,,,
default,Logic,iout,None,,,,,,
default,Logic,loc_name,None,,,,,,
default,Logic,outserv,ON,,,,,,
default,Logic,pSwitch,None,,,,,,
default,Logic,root_id,None,,,,,,
default,Logic,sLogic,None,,,,,,
default,Logic,sTripsig,None,,,,,,
default,Logic,typ_id,None,,,,,,
default,Meas,AttributeType,None,,,,,,
default,Meas,Inom,RSC/,In,use_setting,None,,,
default,Meas,Is,None,,,,,,
default,Meas,Unom,None,,,,,,
default,Meas,cDisplayName,None,,,,,,
default,Meas,cUserDefIndex,None,,,,,,
default,Meas,charact,None,,,,,,
default,Meas,chr_name,None,,,,,,
default,Meas,ciDist,None,,,,,,
default,Meas,ciDistAll,None,,,,,,
default,Meas,ciDistAllRoot,None,,,,,,
default,Meas,ciDistRoot,None,,,,,,
default,Meas,ciEarthed,None,,,,,,
default,Meas,ciEnergized,None,,,,,,
default,Meas,ciLater,None,,,,,,
default,Meas,ciOutaged,None,,,,,,
default,Meas,cpArea,None,,,,,,
default,Meas,cpBranch,None,,,,,,
default,Meas,cpFeed,None,,,,,,
default,Meas,cpGrid,None,,,,,,
default,Meas,cpHeadFold,None,,,,,,
default,Meas,cpMeteostat,None,,,,,,
default,Meas,cpOperator,None,,,,,,
default,Meas,cpOwner,None,,,,,,
default,Meas,cpSite,None,,,,,,
default,Meas,cpSubstat,None,,,,,,
default,Meas,cpSupplySubstation,None,,,,,,
default,Meas,cpSupplyTransformer,None,,,,,,
default,Meas,cpSupplyTrfStation,None,,,,,,
default,Meas,cpZone,None,,,,,,
default,Meas,dat_src,None,,,,,,
default,Meas,dataExtUnit,None,,,,,,
default,Meas,fold_id,None,,,,,,
default,Meas,for_name,None,,,,,,
default,Meas,gnrl_modby,None,,,,,,
default,Meas,gnrl_modif,None,,,,,,
default,Meas,iSchemeStatus,None,,,,,,
default,Meas,iphase,None,,,,,,
default,Meas,loc_name,None,,,,,,
default,Meas,outserv,ON,,,,,,
default,Meas,root_id,None,,,,,,
default,Meas,typ_id,None,,,,,,
default,Meas SEF,AttributeType,None,,,,,,
default,Meas SEF,Inom,RSC/,In,use_setting,None,,,
default,Meas SEF,Is,None,,,,,,
default,Meas SEF,Unom,None,,,,,,
default,Meas SEF,cDisplayName,None,,,,,,
default,Meas SEF,cUserDefIndex,None,,,,,,
default,Meas SEF,charact,None,,,,,,
default,Meas SEF,chr_name,None,,,,,,
default,Meas SEF,ciDist,None,,,,,,
default,Meas SEF,ciDistAll,None,,,,,,
default,Meas SEF,ciDistAllRoot,None,,,,,,
default,Meas SEF,ciDistRoot,None,,,,,,
default,Meas SEF,ciEarthed,None,,,,,,
default,Meas SEF,ciEnergized,None,,,,,,
default,Meas SEF,ciLater,None,,,,,,
default,Meas SEF,ciOutaged,None,,,,,,
default,Meas SEF,cpArea,None,,,,,,
default,Meas SEF,cpBranch,None,,,,,,
default,Meas SEF,cpFeed,None,,,,,,
default,Meas SEF,cpGrid,None,,,,,,
default,Meas SEF,cpHeadFold,None,,,,,,
default,Meas SEF,cpMeteostat,None,,,,,,
default,Meas SEF,cpOperator,None,,,,,,
default,Meas SEF,cpOwner,None,,,,,,
default,Meas SEF,cpSite,None,,,,,,
default,Meas SEF,cpSubstat,None,,,,,,
default,Meas SEF,cpSupplySubstation,None,,,,,,
default,Meas SEF,cpSupplyTransformer,None,,,,,,
default,Meas SEF,cpSupplyTrfStation,None,,,,,,
default,Meas SEF,cpZone,None,,,,,,
default,Meas SEF,dat_src,None,,,,,,
default,Meas SEF,dataExtUnit,None,,,,,,
default,Meas SEF,fold_id,None,,,,,,
default,Meas SEF,for_name,None,,,,,,
default,Meas SEF,gnrl_modby,None,,,,,,
default,Meas SEF,gnrl_modif,None,,,,,,
default,Meas SEF,iSchemeStatus,None,,,,,,
default,Meas SEF,iphase,None,,,,,,
default,Meas SEF,loc_name,None,,,,,,
default,Meas SEF,outserv,ON,,,,,,
default,Meas SEF,root_id,None,,,,,,
default,Meas SEF,typ_id,None,,,,,,
default,EF,AttributeType,None,,,,,,
default,EF,Ipset,RSC/,Earth,use_setting,/,100,,
default,EF,Ipsetr,None,,,,,,
default,EF,ModFrame,None,,,,,,
default,EF,ResetT,None,,,,,,
default,EF,Tadder,None,,,,,,
default,EF,Tpset,RTF/,tIE>,use_setting,None,,,
default,EF,Trelblock,None,,,,,,
default,EF,Tshift,None,,,,,,
default,EF,cDisplayName,None,,,,,,
default,EF,cResetT,None,,,,,,
default,EF,cTadder,None,,,,,,
default,EF,cUserDefIndex,None,,,,,,
default,EF,c_sfansi,None,,,,,,
default,EF,c_sfiec,None,,,,,,
default,EF,c_type,None,,,,,,
default,EF,calcuse,None,,,,,,
default,EF,charact,None,,,,,,
default,EF,chr_name,None,,,,,,
default,EF,ciDist,None,,,,,,
default,EF,ciDistAll,None,,,,,,
default,EF,ciDistAllRoot,None,,,,,,
default,EF,ciDistRoot,None,,,,,,
default,EF,ciEarthed,None,,,,,,
default,EF,ciEnergized,None,,,,,,
default,EF,ciLater,None,,,,,,
default,EF,ciOutaged,None,,,,,,
default,EF,cminresptime,None,,,,,,
default,EF,cpArea,None,,,,,,
default,EF,cpBranch,None,,,,,,
default,EF,cpFeed,None,,,,,,
default,EF,cpGrid,None,,,,,,
default,EF,cpHeadFold,None,,,,,,
default,EF,cpMeteostat,None,,,,,,
default,EF,cpOperator,None,,,,,,
default,EF,cpOwner,None,,,,,,
default,EF,cpSite,None,,,,,,
default,EF,cpSubstat,None,,,,,,
default,EF,cpSupplySubstation,None,,,,,,
default,EF,cpSupplyTransformer,None,,,,,,
default,EF,cpSupplyTrfStation,None,,,,,,
default,EF,cpZone,None,,,,,,
default,EF,dat_src,None,,,,,,
default,EF,dataExtUnit,None,,,,,,
default,EF,fold_id,None,,,,,,
default,EF,for_name,None,,,,,,
default,EF,gnrl_modby,None,,,,,,
default,EF,gnrl_modif,None,,,,,,
default,EF,iSchemeStatus,None,,,,,,
default,EF,iacceptblock,None,,,,,,
default,EF,idir,None,,,,,,
default,EF,loc_name,None,,,,,,
default,EF,minresptime,None,,,,,,
default,EF,outserv,ON,,,,,,
default,EF,pcharac,None,,,,,,
default,EF,resetdis,None,,,,,,
default,EF,root_id,None,,,,,,
default,EF,typ_id,None,,,,,,
default,EF,udeftmax,None,,,,,,
default,EF,udeftmin,None,,,,,,
default,Phase A,AttributeType,None,,,,,,
default,Phase A,Ipset,RSC/,A,use_setting,/,100,,
default,Phase A,Ipsetr,None,,,,,,
default,Phase A,ModFrame,None,,,,,,
default,Phase A,ResetT,None,,,,,,
default,Phase A,Tadder,None,,,,,,
default,Phase A,Tpset,RTF/,tIPh>,use_setting,None,,,
default,Phase A,Trelblock,None,,,,,,
default,Phase A,Tshift,None,,,,,,
default,Phase A,cDisplayName,None,,,,,,
default,Phase A,cResetT,None,,,,,,
default,Phase A,cTadder,None,,,,,,
default,Phase A,cUserDefIndex,None,,,,,,
default,Phase A,c_sfansi,None,,,,,,
default,Phase A,c_sfiec,None,,,,,,
default,Phase A,c_type,None,,,,,,
default,Phase A,calcuse,None,,,,,,
default,Phase A,charact,None,,,,,,
default,Phase A,chr_name,None,,,,,,
default,Phase A,ciDist,None,,,,,,
default,Phase A,ciDistAll,None,,,,,,
default,Phase A,ciDistAllRoot,None,,,,,,
default,Phase A,ciDistRoot,None,,,,,,
default,Phase A,ciEarthed,None,,,,,,
default,Phase A,ciEnergized,None,,,,,,
default,Phase A,ciLater,None,,,,,,
default,Phase A,ciOutaged,None,,,,,,
default,Phase A,cminresptime,None,,,,,,
default,Phase A,cpArea,None,,,,,,
default,Phase A,cpBranch,None,,,,,,
default,Phase A,cpFeed,None,,,,,,
default,Phase A,cpGrid,None,,,,,,
default,Phase A,cpHeadFold,None,,,,,,
default,Phase A,cpMeteostat,None,,,,,,
default,Phase A,cpOperator,None,,,,,,
default,Phase A,cpOwner,None,,,,,,
default,Phase A,cpSite,None,,,,,,
default,Phase A,cpSubstat,None,,,,,,
default,Phase A,cpSupplySubstation,None,,,,,,
default,Phase A,cpSupplyTransformer,None,,,,,,
default,Phase A,cpSupplyTrfStation,None,,,,,,
default,Phase A,cpZone,None,,,,,,
default,Phase A,dat_src,None,,,,,,
default,Phase A,dataExtUnit,None,,,,,,
default,Phase A,fold_id,None,,,,,,
default,Phase A,for_name,None,,,,,,
default,Phase A,gnrl_modby,None,,,,,,
default,Phase A,gnrl_modif,None,,,,,,
default,Phase A,iSchemeStatus,None,,,,,,
default,Phase A,iacceptblock,None,,,,,,
default,Phase A,idir,None,,,,,,
default,Phase A,loc_name,None,,,,,,
default,Phase A,minresptime,None,,,,,,
default,Phase A,outserv,ON,,,,,,
default,Phase A,pcharac,None,,,,,,
default,Phase A,resetdis,None,,,,,,
default,Phase A,root_id,None,,,,,,
default,Phase A,typ_id,None,,,,,,
default,Phase A,udeftmax,None,,,,,,
default,Phase A,udeftmin,None,,,,,,
default,Phase C,AttributeType,None,,,,,,
default,Phase C,Ipset,RSC/,C,use_setting,/,100,,
default,Phase C,Ipsetr,None,,,,,,
default,Phase C,ModFrame,None,,,,,,
default,Phase C,ResetT,None,,,,,,
default,Phase C,Tadder,None,,,,,,
default,Phase C,Tpset,RTF/,tIPh>,use_setting,None,,,
default,Phase C,Trelblock,None,,,,,,
default,Phase C,Tshift,None,,,,,,
default,Phase C,cDisplayName,None,,,,,,
default,Phase C,cResetT,None,,,,,,
default,Phase C,cTadder,None,,,,,,
default,Phase C,cUserDefIndex,None,,,,,,
default,Phase C,c_sfansi,None,,,,,,
default,Phase C,c_sfiec,None,,,,,,
default,Phase C,c_type,None,,,,,,
default,Phase C,calcuse,None,,,,,,
default,Phase C,charact,None,,,,,,
default,Phase C,chr_name,None,,,,,,
default,Phase C,ciDist,None,,,,,,
default,Phase C,ciDistAll,None,,,,,,
default,Phase C,ciDistAllRoot,None,,,,,,
default,Phase C,ciDistRoot,None,,,,,,
default,Phase C,ciEarthed,None,,,,,,
default,Phase C,ciEnergized,None,,,,,,
default,Phase C,ciLater,None,,,,,,
default,Phase C,ciOutaged,None,,,,,,
default,Phase C,cminresptime,None,,,,,,
default,Phase C,cpArea,None,,,,,,
default,Phase C,cpBranch,None,,,,,,
default,Phase C,cpFeed,None,,,,,,
default,Phase C,cpGrid,None,,,,,,
default,Phase C,cpHeadFold,None,,,,,,
default,Phase C,cpMeteostat,None,,,,,,
default,Phase C,cpOperator,None,,,,,,
default,Phase C,cpOwner,None,,,,,,
default,Phase C,cpSite,None,,,,,,
default,Phase C,cpSubstat,None,,,,,,
default,Phase C,cpSupplySubstation,None,,,,,,
default,Phase C,cpSupplyTransformer,None,,,,,,
default,Phase C,cpSupplyTrfStation,None,,,,,,
default,Phase C,cpZone,None,,,,,,
default,Phase C,dat_src,None,,,,,,
default,Phase C,dataExtUnit,None,,,,,,
default,Phase C,fold_id,None,,,,,,
default,Phase C,for_name,None,,,,,,
default,Phase C,gnrl_modby,None,,,,,,
default,Phase C,gnrl_modif,None,,,,,,
default,Phase C,iSchemeStatus,None,,,,,,
default,Phase C,iacceptblock,None,,,,,,
default,Phase C,idir,None,,,,,,
default,Phase C,loc_name,None,,,,,,
default,Phase C,minresptime,None,,,,,,
default,Phase C,outserv,ON,,,,,,
default,Phase C,pcharac,None,,,,,,
default,Phase C,resetdis,None,,,,,,
default,Phase C,root_id,None,,,,,,
default,Phase C,typ_id,None,,,,,,
default,Phase C,udeftmax,None,,,,,,
default,Phase C,udeftmin,None,,,,,,
default,Reclosing Element_logic,Trip,RCL/,Trips,use_setting,None,All,None,None
default,Reclosing Element_logic,SEF,RCL/,Trips,use_setting,None,All,no,N
default,Reclosing Element,AttributeType,None,,,,,,
default,Reclosing Element,SEFtripblock,None,,,,,,
default,Reclosing Element,SEFtriptolock,None,,,,,,
default,Reclosing Element,TCC1op,None,,,,,,
default,Reclosing Element,cDisplayName,None,,,,,,
default,Reclosing Element,cUserDefIndex,None,,,,,,
default,Reclosing Element,c_type,None,,,,,,
default,Reclosing Element,cclactivationt,None,,,,,,
default,Reclosing Element,cclosingcomtime,None,,,,,,
default,Reclosing Element,cclrecloseinterval,None,,,,,,
default,Reclosing Element,charact,None,,,,,,
default,Reclosing Element,chr_name,None,,,,,,
default,Reclosing Element,ciDist,None,,,,,,
default,Reclosing Element,ciDistAll,None,,,,,,
default,Reclosing Element,ciDistAllRoot,None,,,,,,
default,Reclosing Element,ciDistRoot,None,,,,,,
default,Reclosing Element,ciEarthed,None,,,,,,
default,Reclosing Element,ciEnergized,None,,,,,,
default,Reclosing Element,ciLater,None,,,,,,
