FOLDER,ELEMENT,ATTRIBUTE,,,,
Default,Ioc B,cDisplayName,None,,,
Default,Ioc B,cTset,None,,,
Default,Ioc B,cUserDefIndex,None,,,
Default,Ioc B,c_sfansi,None,,,
Default,Ioc B,c_sfiec,None,,,
Default,Ioc B,c_type,None,,,
Default,Ioc B,calcuse,None,,,
Default,Ioc B,charact,None,,,
Default,Ioc B,chr_name,None,,,
Default,Ioc B,ciDist,None,,,
Default,Ioc B,ciDistAll,None,,,
Default,Ioc B,ciDistAllRoot,None,,,
Default,Ioc B,ciDistRoot,None,,,
Default,Ioc B,ciEarthed,None,,,
Default,Ioc B,ciEnergized,None,,,
Default,Ioc B,ciLater,None,,,
Default,Ioc B,ciOutaged,None,,,
Default,Ioc B,cpArea,None,,,
Default,Ioc B,cpBranch,None,,,
Default,Ioc B,cpFeed,None,,,
Default,Ioc B,cpGrid,None,,,
Default,Ioc B,cpHeadFold,None,,,
Default,Ioc B,cpMeteostat,None,,,
Default,Ioc B,cpOperator,None,,,
Default,Ioc B,cpOwner,None,,,
Default,Ioc B,cpSite,None,,,
Default,Ioc B,cpSubstat,None,,,
Default,Ioc B,cpSupplySubstation,None,,,
Default,Ioc B,cpSupplyTransformer,None,,,
Default,Ioc B,cpSupplyTrfStation,None,,,
Default,Ioc B,cpZone,None,,,
Default,Ioc B,cptotime,None,,,
Default,Ioc B,dat_src,None,,,
Default,Ioc B,dataExtUnit,None,,,
Default,Ioc B,fold_id,None,,,
Default,Ioc B,for_name,None,,,
Default,Ioc B,gnrl_modby,None,,,
Default,Ioc B,gnrl_modif,None,,,
Default,Ioc B,iSchemeStatus,None,,,
Default,Ioc B,iacceptblock,None,,,
Default,Ioc B,idir,None,,,
Default,Ioc B,loc_name,None,,,
Default,Ioc B,outserv,Parameters/,Inst_a,use_setting,OFF
Default,Ioc B,root_id,None,,,
Default,Ioc B,typ_id,None,,,
Default,Ioc C,AttributeType,None,,,
Default,Ioc C,Ipset,None,,,
Default,Ioc C,Ipsetr,Parameters/,Inst_a,use_setting,None
Default,Ioc C,Trelblock,None,,,
Default,Ioc C,Tset,None,,,
Default,Ioc C,cDisplayName,None,,,
Default,Ioc C,cTset,None,,,
Default,Ioc C,cUserDefIndex,None,,,
Default,Ioc C,c_sfansi,None,,,
Default,Ioc C,c_sfiec,None,,,
Default,Ioc C,c_type,None,,,
Default,Ioc C,calcuse,None,,,
Default,Ioc C,charact,None,,,
Default,Ioc C,chr_name,None,,,
Default,Ioc C,ciDist,None,,,
Default,Ioc C,ciDistAll,None,,,
Default,Ioc C,ciDistAllRoot,None,,,
Default,Ioc C,ciDistRoot,None,,,
Default,Ioc C,ciEarthed,None,,,
Default,Ioc C,ciEnergized,None,,,
Default,Ioc C,ciLater,None,,,
Default,Ioc C,ciOutaged,None,,,
Default,Ioc C,cpArea,None,,,
Default,Ioc C,cpBranch,None,,,
Default,Ioc C,cpFeed,None,,,
Default,Ioc C,cpGrid,None,,,
Default,Ioc C,cpHeadFold,None,,,
Default,Ioc C,cpMeteostat,None,,,
Default,Ioc C,cpOperator,None,,,
Default,Ioc C,cpOwner,None,,,
Default,Ioc C,cpSite,None,,,
Default,Ioc C,cpSubstat,None,,,
Default,Ioc C,cpSupplySubstation,None,,,
Default,Ioc C,cpSupplyTransformer,None,,,
Default,Ioc C,cpSupplyTrfStation,None,,,
Default,Ioc C,cpZone,None,,,
Default,Ioc C,cptotime,None,,,
Default,Ioc C,dat_src,None,,,
Default,Ioc C,dataExtUnit,None,,,
Default,Ioc C,fold_id,None,,,
Default,Ioc C,for_name,None,,,
Default,Ioc C,gnrl_modby,None,,,
Default,Ioc C,gnrl_modif,None,,,
Default,Ioc C,iSchemeStatus,None,,,
Default,Ioc C,iacceptblock,None,,,
Default,Ioc C,idir,None,,,
Default,Ioc C,loc_name,None,,,
Default,Ioc C,outserv,Parameters/,Inst_a,use_setting,OFF
Default,Ioc C,root_id,None,,,
Default,Ioc C,typ_id,None,,,
Default,Ioc Earth,AttributeType,None,,,
Default,Ioc Earth,Ipset,None,,,
Default,Ioc Earth,Ipsetr,Parameters/,Inst_e,use_setting,None
Default,Ioc Earth,Trelblock,None,,,
Default,Ioc Earth,Tset,None,,,
Default,Ioc Earth,cDisplayName,None,,,
Default,Ioc Earth,cTset,None,,,
Default,Ioc Earth,cUserDefIndex,None,,,
Default,Ioc Earth,c_sfansi,None,,,
Default,Ioc Earth,c_sfiec,None,,,
Default,Ioc Earth,c_type,None,,,
Default,Ioc Earth,calcuse,None,,,
Default,Ioc Earth,charact,None,,,
Default,Ioc Earth,chr_name,None,,,
Default,Ioc Earth,ciDist,None,,,
Default,Ioc Earth,ciDistAll,None,,,
Default,Ioc Earth,ciDistAllRoot,None,,,
Default,Ioc Earth,ciDistRoot,None,,,
Default,Ioc Earth,ciEarthed,None,,,
Default,Ioc Earth,ciEnergized,None,,,
Default,Ioc Earth,ciLater,None,,,
Default,Ioc Earth,ciOutaged,None,,,
Default,Ioc Earth,cpArea,None,,,
Default,Ioc Earth,cpBranch,None,,,
Default,Ioc Earth,cpFeed,None,,,
Default,Ioc Earth,cpGrid,None,,,
Default,Ioc Earth,cpHeadFold,None,,,
Default,Ioc Earth,cpMeteostat,None,,,
Default,Ioc Earth,cpOperator,None,,,
Default,Ioc Earth,cpOwner,None,,,
Default,Ioc Earth,cpSite,None,,,
Default,Ioc Earth,cpSubstat,None,,,
Default,Ioc Earth,cpSupplySubstation,None,,,
Default,Ioc Earth,cpSupplyTransformer,None,,,
Default,Ioc Earth,cpSupplyTrfStation,None,,,
Default,Ioc Earth,cpZone,None,,,
Default,Ioc Earth,cptotime,None,,,
Default,Ioc Earth,dat_src,None,,,
Default,Ioc Earth,dataExtUnit,None,,,
Default,Ioc Earth,fold_id,None,,,
Default,Ioc Earth,for_name,None,,,
Default,Ioc Earth,gnrl_modby,None,,,
Default,Ioc Earth,gnrl_modif,None,,,
Default,Ioc Earth,iSchemeStatus,None,,,
Default,Ioc Earth,iacceptblock,None,,,
Default,Ioc Earth,idir,None,,,
Default,Ioc Earth,loc_name,None,,,
Default,Ioc Earth,outserv,Parameters/,Inst_e,use_setting,OFF
Default,Ioc Earth,root_id,None,,,
Default,Ioc Earth,typ_id,None,,,
Default,Logic,AttributeType,None,,,
Default,Logic,cDisplayName,None,,,
Default,Logic,cUserDefIndex,None,,,
Default,Logic,charact,None,,,
Default,Logic,chr_name,None,,,
Default,Logic,ciDist,None,,,
Default,Logic,ciDistAll,None,,,
Default,Logic,ciDistAllRoot,None,,,
Default,Logic,ciDistRoot,None,,,
Default,Logic,ciEarthed,None,,,
Default,Logic,ciEnergized,None,,,
Default,Logic,ciLater,None,,,
Default,Logic,ciOutaged,None,,,
Default,Logic,cpArea,None,,,
Default,Logic,cpBranch,None,,,
Default,Logic,cpFeed,None,,,
Default,Logic,cpGrid,None,,,
Default,Logic,cpHeadFold,None,,,
Default,Logic,cpMeteostat,None,,,
Default,Logic,cpOperator,None,,,
Default,Logic,cpOwner,None,,,
Default,Logic,cpSite,None,,,
Default,Logic,cpSubstat,None,,,
Default,Logic,cpSupplySubstation,None,,,
Default,Logic,cpSupplyTransformer,None,,,
Default,Logic,cpSupplyTrfStation,None,,,
Default,Logic,cpZone,None,,,
Default,Logic,dat_src,None,,,
Default,Logic,dataExtUnit,None,,,
Default,Logic,fold_id,None,,,
Default,Logic,for_name,None,,,
Default,Logic,gnrl_modby,None,,,
Default,Logic,gnrl_modif,None,,,
Default,Logic,iSchemeStatus,None,,,
Default,Logic,iout,None,,,
Default,Logic,loc_name,None,,,
Default,Logic,outserv,ON,,,
Default,Logic,pSwitch,None,,,
Default,Logic,root_id,None,,,
Default,Logic,typ_id,None,,,
Default,Measurement,AttributeType,None,,,
Default,Measurement,Inom,None,,,
Default,Measurement,Is,None,,,
Default,Measurement,Unom,None,,,
Default,Measurement,cDisplayName,None,,,
Default,Measurement,cUserDefIndex,None,,,
Default,Measurement,charact,None,,,
Default,Measurement,chr_name,None,,,
Default,Measurement,ciDist,None,,,
Default,Measurement,ciDistAll,None,,,
Default,Measurement,ciDistAllRoot,None,,,
Default,Measurement,ciDistRoot,None,,,
Default,Measurement,ciEarthed,None,,,
Default,Measurement,ciEnergized,None,,,
Default,Measurement,ciLater,None,,,
Default,Measurement,ciOutaged,None,,,
Default,Measurement,cpArea,None,,,
Default,Measurement,cpBranch,None,,,
Default,Measurement,cpFeed,None,,,
Default,Measurement,cpGrid,None,,,
Default,Measurement,cpHeadFold,None,,,
Default,Measurement,cpMeteostat,None,,,
Default,Measurement,cpOperator,None,,,
Default,Measurement,cpOwner,None,,,
Default,Measurement,cpSite,None,,,
Default,Measurement,cpSubstat,None,,,
Default,Measurement,cpSupplySubstation,None,,,
Default,Measurement,cpSupplyTransformer,None,,,
Default,Measurement,cpSupplyTrfStation,None,,,
Default,Measurement,cpZone,None,,,
Default,Measurement,dat_src,None,,,
Default,Measurement,dataExtUnit,None,,,
Default,Measurement,fold_id,None,,,
Default,Measurement,for_name,None,,,
Default,Measurement,gnrl_modby,None,,,
Default,Measurement,gnrl_modif,None,,,
Default,Measurement,iSchemeStatus,None,,,
Default,Measurement,iphase,None,,,
Default,Measurement,loc_name,None,,,
Default,Measurement,outserv,ON,,,
Default,Measurement,root_id,None,,,
Default,Measurement,typ_id,None,,,
Default,Toc A,AttributeType,None,,,
Default,Toc A,Ipset,None,,,
Default,Toc A,Ipsetr,Parameters/,Ia,use_setting,None
Default,Toc A,ModFrame,None,,,
Default,Toc A,ResetT,None,,,
Default,Toc A,Tadder,None,,,
Default,Toc A,Tpset,Parameters/,Ta,use_setting,None
Default,Toc A,Trelblock,None,,,
Default,Toc A,Tshift,None,,,
Default,Toc A,cDisplayName,None,,,
Default,Toc A,cResetT,None,,,
Default,Toc A,cTadder,None,,,
Default,Toc A,cUserDefIndex,None,,,
Default,Toc A,c_sfansi,None,,,
Default,Toc A,c_sfiec,None,,,
Default,Toc A,c_type,None,,,
Default,Toc A,calcuse,None,,,
Default,Toc A,charact,None,,,
Default,Toc A,chr_name,None,,,
Default,Toc A,ciDist,None,,,
Default,Toc A,ciDistAll,None,,,
Default,Toc A,ciDistAllRoot,None,,,
Default,Toc A,ciDistRoot,None,,,
Default,Toc A,ciEarthed,None,,,
Default,Toc A,ciEnergized,None,,,
Default,Toc A,ciLater,None,,,
Default,Toc A,ciOutaged,None,,,
Default,Toc A,cminresptime,None,,,
Default,Toc A,cpArea,None,,,
Default,Toc A,cpBranch,None,,,
Default,Toc A,cpFeed,None,,,
Default,Toc A,cpGrid,None,,,
Default,Toc A,cpHeadFold,None,,,
Default,Toc A,cpMeteostat,None,,,
Default,Toc A,cpOperator,None,,,
Default,Toc A,cpOwner,None,,,
Default,Toc A,cpSite,None,,,
Default,Toc A,cpSubstat,None,,,
Default,Toc A,cpSupplySubstation,None,,,
Default,Toc A,cpSupplyTransformer,None,,,
Default,Toc A,cpSupplyTrfStation,None,,,
Default,Toc A,cpZone,None,,,
Default,Toc A,dat_src,None,,,
Default,Toc A,dataExtUnit,None,,,
Default,Toc A,fold_id,None,,,
Default,Toc A,for_name,None,,,
Default,Toc A,gnrl_modby,None,,,
Default,Toc A,gnrl_modif,None,,,
Default,Toc A,iSchemeStatus,None,,,
Default,Toc A,iacceptblock,None,,,
Default,Toc A,idir,None,,,
Default,Toc A,loc_name,None,,,
Default,Toc A,minresptime,None,,,
Default,Toc A,outserv,ON,,,
Default,Toc A,pcharac,None,,,
Default,Toc A,resetdis,None,,,
Default,Toc A,root_id,None,,,
Default,Toc A,typ_id,None,,,
Default,Toc A,udeftmax,None,,,
Default,Toc A,udeftmin,None,,,
Default,Toc B,AttributeType,None,,,
Default,Toc B,Ipset,None,,,
Default,Toc B,Ipsetr,Parameters/,Ia,use_setting,None
Default,Toc B,ModFrame,None,,,
Default,Toc B,ResetT,None,,,
Default,Toc B,Tadder,None,,,
Default,Toc B,Tpset,Parameters/,Ta,use_setting,None
Default,Toc B,Trelblock,None,,,
Default,Toc B,Tshift,None,,,
Default,Toc B,cDisplayName,None,,,
Default,Toc B,cResetT,None,,,
Default,Toc B,cTadder,None,,,
Default,Toc B,cUserDefIndex,None,,,
Default,Toc B,c_sfansi,None,,,
Default,Toc B,c_sfiec,None,,,
Default,Toc B,c_type,None,,,
Default,Toc B,calcuse,None,,,
Default,Toc B,charact,None,,,
Default,Toc B,chr_name,None,,,
Default,Toc B,ciDist,None,,,
Default,Toc B,ciDistAll,None,,,
Default,Toc B,ciDistAllRoot,None,,,
Default,Toc B,ciDistRoot,None,,,
Default,Toc B,ciEarthed,None,,,
Default,Toc B,ciEnergized,None,,,
Default,Toc B,ciLater,None,,,
Default,Toc B,ciOutaged,None,,,
Default,Toc B,cminresptime,None,,,
Default,Toc B,cpArea,None,,,
Default,Toc B,cpBranch,None,,,
Default,Toc B,cpFeed,None,,,
Default,Toc B,cpGrid,None,,,
Default,Toc B,cpHeadFold,None,,,
Default,Toc B,cpMeteostat,None,,,
Default,Toc B,cpOperator,None,,,
Default,Toc B,cpOwner,None,,,
Default,Toc B,cpSite,None,,,
Default,Toc B,cpSubstat,None,,,
Default,Toc B,cpSupplySubstation,None,,,
Default,Toc B,cpSupplyTransformer,None,,,
Default,Toc B,cpSupplyTrfStation,None,,,
Default,Toc B,cpZone,None,,,
Default,Toc B,dat_src,None,,,
Default,Toc B,dataExtUnit,None,,,
Default,Toc B,fold_id,None,,,
Default,Toc B,for_name,None,,,
Default,Toc B,gnrl_modby,None,,,
Default,Toc B,gnrl_modif,None,,,
Default,Toc B,iSchemeStatus,None,,,
Default,Toc B,iacceptblock,None,,,
Default,Toc B,idir,None,,,
Default,Toc B,loc_name,None,,,
Default,Toc B,minresptime,None,,,
Default,Toc B,outserv,ON,,,
Default,Toc B,pcharac,None,,,
Default,Toc B,resetdis,None,,,
Default,Toc B,root_id,None,,,
Default,Toc B,typ_id,None,,,
Default,Toc B,udeftmax,None,,,
Default,Toc B,udeftmin,None,,,
Default,Toc C,AttributeType,None,,,
Default,Toc C,Ipset,None,,,
Default,Toc C,Ipsetr,Parameters/,Ia,use_setting,None
Default,Toc C,ModFrame,None,,,
Default,Toc C,ResetT,None,,,
Default,Toc C,Tadder,None,,,
Default,Toc C,Tpset,Parameters/,Ta,use_setting,None
Default,Toc C,Trelblock,None,,,
Default,Toc C,Tshift,None,,,
Default,Toc C,cDisplayName,None,,,
Default,Toc C,cResetT,None,,,
Default,Toc C,cTadder,None,,,
Default,Toc C,cUserDefIndex,None,,,
Default,Toc C,c_sfansi,None,,,
Default,Toc C,c_sfiec,None,,,
Default,Toc C,c_type,None,,,
Default,Toc C,calcuse,None,,,
Default,Toc C,charact,None,,,
Default,Toc C,chr_name,None,,,
Default,Toc C,ciDist,None,,,
Default,Toc C,ciDistAll,None,,,
Default,Toc C,ciDistAllRoot,None,,,
Default,Toc C,ciDistRoot,None,,,
Default,Toc C,ciEarthed,None,,,
Default,Toc C,ciEnergized,None,,,
Default,Toc C,ciLater,None,,,
Default,Toc C,ciOutaged,None,,,
Default,Toc C,cminresptime,None,,,
Default,Toc C,cpArea,None,,,
Default,Toc C,cpBranch,None,,,
Default,Toc C,cpFeed,None,,,
Default,Toc C,cpGrid,None,,,
Default,Toc C,cpHeadFold,None,,,
Default,Toc C,cpMeteostat,None,,,
Default,Toc C,cpOperator,None,,,
Default,Toc C,cpOwner,None,,,
Default,Toc C,cpSite,None,,,
Default,Toc C,cpSubstat,None,,,
Default,Toc C,cpSupplySubstation,None,,,
Default,Toc C,cpSupplyTransformer,None,,,
Default,Toc C,cpSupplyTrfStation,None,,,
Default,Toc C,cpZone,None,,,
Default,Toc C,dat_src,None,,,
Default,Toc C,dataExtUnit,None,,,
Default,Toc C,fold_id,None,,,
Default,Toc C,for_name,None,,,
Default,Toc C,gnrl_modby,None,,,
Default,Toc C,gnrl_modif,None,,,
Default,Toc C,iSchemeStatus,None,,,
Default,Toc C,iacceptblock,None,,,
Default,Toc C,idir,None,,,
Default,Toc C,loc_name,None,,,
Default,Toc C,minresptime,None,,,
Default,Toc C,outserv,ON,,,
Default,Toc C,pcharac,None,,,
Default,Toc C,resetdis,None,,,
Default,Toc C,root_id,None,,,
Default,Toc C,typ_id,None,,,
Default,Toc C,udeftmax,None,,,
Default,Toc C,udeftmin,None,,,
Default,Toc Earth,AttributeType,None,,,
Default,Toc Earth,Ipset,None,,,
Default,Toc Earth,Ipsetr,Parameters/,Ie,use_setting,None
Default,Toc Earth,ModFrame,None,,,
Default,Toc Earth,ResetT,None,,,
Default,Toc Earth,Tadder,None,,,
Default,Toc Earth,Tpset,Parameters/,Te,use_setting,None
Default,Toc Earth,Trelblock,None,,,
Default,Toc Earth,Tshift,None,,,
Default,Toc Earth,cDisplayName,None,,,
Default,Toc Earth,cResetT,None,,,
Default,Toc Earth,cTadder,None,,,
Default,Toc Earth,cUserDefIndex,None,,,
Default,Toc Earth,c_sfansi,None,,,
Default,Toc Earth,c_sfiec,None,,,
Default,Toc Earth,c_type,None,,,
Default,Toc Earth,calcuse,None,,,
Default,Toc Earth,charact,None,,,
Default,Toc Earth,chr_name,None,,,
Default,Toc Earth,ciDist,None,,,
Default,Toc Earth,ciDistAll,None,,,
Default,Toc Earth,ciDistAllRoot,None,,,
Default,Toc Earth,ciDistRoot,None,,,
Default,Toc Earth,ciEarthed,None,,,
Default,Toc Earth,ciEnergized,None,,,
Default,Toc Earth,ciLater,None,,,
Default,Toc Earth,ciOutaged,None,,,
Default,Toc Earth,cminresptime,None,,,
Default,Toc Earth,cpArea,None,,,
Default,Toc Earth,cpBranch,None,,,
Default,Toc Earth,cpFeed,None,,,
Default,Toc Earth,cpGrid,None,,,
Default,Toc Earth,cpHeadFold,None,,,
Default,Toc Earth,cpMeteostat,None,,,
Default,Toc Earth,cpOperator,None,,,
Default,Toc Earth,cpOwner,None,,,
Default,Toc Earth,cpSite,None,,,
Default,Toc Earth,cpSubstat,None,,,
Default,Toc Earth,cpSupplySubstation,None,,,
Default,Toc Earth,cpSupplyTransformer,None,,,
Default,Toc Earth,cpSupplyTrfStation,None,,,
Default,Toc Earth,cpZone,None,,,
Default,Toc Earth,dat_src,None,,,
Default,Toc Earth,dataExtUnit,None,,,
Default,Toc Earth,fold_id,None,,,
Default,Toc Earth,for_name,None,,,
Default,Toc Earth,gnrl_modby,None,,,
Default,Toc Earth,gnrl_modif,None,,,
Default,Toc Earth,iSchemeStatus,None,,,
Default,Toc Earth,iacceptblock,None,,,
Default,Toc Earth,idir,None,,,
Default,Toc Earth,loc_name,None,,,
Default,Toc Earth,minresptime,None,,,
Default,Toc Earth,outserv,Parameters/,Ie,use_setting,OFF
Default,Toc Earth,pcharac,None,,,
Default,Toc Earth,resetdis,None,,,
Default,Toc Earth,root_id,None,,,
Default,Toc Earth,typ_id,None,,,
Default,Toc Earth,udeftmax,None,,,
Default,Toc Earth,udeftmin,None,,,
