FOLDER,ELEMENT,ATTRIBUTE,,,,
CDG31 2_Phase & Earth,default,td_fR,None,,,
CDG31 2_Phase & Earth,default,td_fRC,None,,,
CDG31 2_Phase & Earth,default,td_fX,None,,,
CDG31 2_Phase & Earth,default,td_fXC,None,,,
CDG31 2_Phase & Earth,default,td_fZ,None,,,
CDG31 2_Phase & Earth,default,td_fZC,None,,,
CDG31 2_Phase & Earth,default,td_flim,None,,,
CDG31 2_Phase & Earth,default,td_fobj,None,,,
CDG31 2_Phase & Earth,default,td_fphi,None,,,
CDG31 2_Phase & Earth,default,td_fphiC,None,,,
CDG31 2_Phase & Earth,default,td_fpos,None,,,
CDG31 2_Phase & Earth,default,td_ftpbk,None,,,
CDG31 2_Phase & Earth,default,td_ftrip,None,,,
CDG31 2_Phase & Earth,default,typ_id,None,,,
CDG31 2_Phase & Earth,default,vtprim,None,,,
CDG31 2_Phase & Earth,default,vtsec,None,,,
CDG31 2_Phase & Earth,default,zratio,None,,,
default,Logic,AttributeType,None,,,
default,Logic,cDisplayName,None,,,
default,Logic,cUserDefIndex,None,,,
default,Logic,charact,None,,,
default,Logic,chr_name,None,,,
default,Logic,ciDist,None,,,
default,Logic,ciDistAll,None,,,
default,Logic,ciDistAllRoot,None,,,
default,Logic,ciDistRoot,None,,,
default,Logic,ciEarthed,None,,,
default,Logic,ciEnergized,None,,,
default,Logic,ciLater,None,,,
default,Logic,ciOutaged,None,,,
default,Logic,cpArea,None,,,
default,Logic,cpBranch,None,,,
default,Logic,cpFeed,None,,,
default,Logic,cpGrid,None,,,
default,Logic,cpHeadFold,None,,,
default,Logic,cpMeteostat,None,,,
default,Logic,cpOperator,None,,,
default,Logic,cpOwner,None,,,
default,Logic,cpSite,None,,,
default,Logic,cpSubstat,None,,,
default,Logic,cpSupplySubstation,None,,,
default,Logic,cpSupplyTransformer,None,,,
default,Logic,cpSupplyTrfStation,None,,,
default,Logic,cpZone,None,,,
default,Logic,dat_src,None,,,
default,Logic,dataExtDesc,None,,,
default,Logic,dataExtUnit,None,,,
default,Logic,fold_id,None,,,
default,Logic,for_name,None,,,
default,Logic,gnrl_modby,None,,,
default,Logic,gnrl_modif,None,,,
default,Logic,iSchemeStatus,None,,,
default,Logic,iout,None,,,
default,Logic,loc_name,None,,,
default,Logic,outserv,ON,,,
default,Logic,pSwitch,None,,,
default,Logic,root_id,None,,,
default,Logic,typ_id,None,,,
default,Measurement,AttributeType,None,,,
default,Measurement,Inom,None,,,
default,Measurement,Is,None,,,
default,Measurement,Unom,None,,,
default,Measurement,cDisplayName,None,,,
default,Measurement,cUserDefIndex,None,,,
default,Measurement,charact,None,,,
default,Measurement,chr_name,None,,,
default,Measurement,ciDist,None,,,
default,Measurement,ciDistAll,None,,,
default,Measurement,ciDistAllRoot,None,,,
default,Measurement,ciDistRoot,None,,,
default,Measurement,ciEarthed,None,,,
default,Measurement,ciEnergized,None,,,
default,Measurement,ciLater,None,,,
default,Measurement,ciOutaged,None,,,
default,Measurement,cpArea,None,,,
default,Measurement,cpBranch,None,,,
default,Measurement,cpFeed,None,,,
default,Measurement,cpGrid,None,,,
default,Measurement,cpHeadFold,None,,,
default,Measurement,cpMeteostat,None,,,
default,Measurement,cpOperator,None,,,
default,Measurement,cpOwner,None,,,
default,Measurement,cpSite,None,,,
default,Measurement,cpSubstat,None,,,
default,Measurement,cpSupplySubstation,None,,,
default,Measurement,cpSupplyTransformer,None,,,
default,Measurement,cpSupplyTrfStation,None,,,
default,Measurement,cpZone,None,,,
default,Measurement,dat_src,None,,,
default,Measurement,dataExtDesc,None,,,
default,Measurement,dataExtUnit,None,,,
default,Measurement,fold_id,None,,,
default,Measurement,for_name,None,,,
default,Measurement,gnrl_modby,None,,,
default,Measurement,gnrl_modif,None,,,
default,Measurement,iSchemeStatus,None,,,
default,Measurement,iphase,None,,,
default,Measurement,loc_name,None,,,
default,Measurement,outserv,None,,,
default,Measurement,root_id,None,,,
default,Measurement,typ_id,None,,,
default,Toc A,AttributeType,None,,,
default,Toc A,Ipset,None,,,
default,Toc A,Ipsetr,Parameters/,PICKUP PH1,use_setting,None
default,Toc A,ModFrame,None,,,
default,Toc A,ResetT,None,,,
default,Toc A,Tadder,None,,,
default,Toc A,Tpset,Parameters/,TIME_DIAL PH1,use_setting,None
default,Toc A,Trelblock,None,,,
default,Toc A,Tshift,None,,,
default,Toc A,cDisplayName,None,,,
default,Toc A,cResetT,None,,,
default,Toc A,cTadder,None,,,
default,Toc A,cUserDefIndex,None,,,
default,Toc A,c_sfansi,None,,,
default,Toc A,c_sfiec,None,,,
default,Toc A,c_type,None,,,
default,Toc A,calcuse,None,,,
default,Toc A,charact,None,,,
default,Toc A,chr_name,None,,,
default,Toc A,ciDist,None,,,
default,Toc A,ciDistAll,None,,,
default,Toc A,ciDistAllRoot,None,,,
default,Toc A,ciDistRoot,None,,,
default,Toc A,ciEarthed,None,,,
default,Toc A,ciEnergized,None,,,
default,Toc A,ciLater,None,,,
default,Toc A,ciOutaged,None,,,
default,Toc A,cminresptime,None,,,
default,Toc A,cpArea,None,,,
default,Toc A,cpBranch,None,,,
default,Toc A,cpFeed,None,,,
default,Toc A,cpGrid,None,,,
default,Toc A,cpHeadFold,None,,,
default,Toc A,cpMeteostat,None,,,
default,Toc A,cpOperator,None,,,
default,Toc A,cpOwner,None,,,
default,Toc A,cpSite,None,,,
default,Toc A,cpSubstat,None,,,
default,Toc A,cpSupplySubstation,None,,,
default,Toc A,cpSupplyTransformer,None,,,
default,Toc A,cpSupplyTrfStation,None,,,
default,Toc A,cpZone,None,,,
default,Toc A,dat_src,None,,,
default,Toc A,dataExtDesc,None,,,
default,Toc A,dataExtUnit,None,,,
default,Toc A,fold_id,None,,,
default,Toc A,for_name,None,,,
default,Toc A,gnrl_modby,None,,,
default,Toc A,gnrl_modif,None,,,
default,Toc A,iSchemeStatus,None,,,
default,Toc A,iacceptblock,None,,,
default,Toc A,idir,None,,,
default,Toc A,loc_name,None,,,
default,Toc A,minresptime,None,,,
default,Toc A,outserv,ON,,,
default,Toc A,pcharac,None,,,
default,Toc A,resetdis,None,,,
default,Toc A,root_id,None,,,
default,Toc A,typ_id,None,,,
default,Toc A,udeftmax,None,,,
default,Toc A,udeftmin,None,,,
default,Toc C,AttributeType,None,,,
default,Toc C,Ipset,None,,,
default,Toc C,Ipsetr,Parameters/,PICKUP PH3,use_setting,None
default,Toc C,ModFrame,None,,,
default,Toc C,ResetT,None,,,
default,Toc C,Tadder,None,,,
default,Toc C,Tpset,Parameters/,TIME_DIAL PH3,use_setting,None
default,Toc C,Trelblock,None,,,
default,Toc C,Tshift,None,,,
default,Toc C,cDisplayName,None,,,
default,Toc C,cResetT,None,,,
default,Toc C,cTadder,None,,,
default,Toc C,cUserDefIndex,None,,,
default,Toc C,c_sfansi,None,,,
default,Toc C,c_sfiec,None,,,
default,Toc C,c_type,None,,,
default,Toc C,calcuse,None,,,
default,Toc C,charact,None,,,
default,Toc C,chr_name,None,,,
default,Toc C,ciDist,None,,,
default,Toc C,ciDistAll,None,,,
default,Toc C,ciDistAllRoot,None,,,
default,Toc C,ciDistRoot,None,,,
default,Toc C,ciEarthed,None,,,
default,Toc C,ciEnergized,None,,,
default,Toc C,ciLater,None,,,
default,Toc C,ciOutaged,None,,,
default,Toc C,cminresptime,None,,,
default,Toc C,cpArea,None,,,
default,Toc C,cpBranch,None,,,
default,Toc C,cpFeed,None,,,
default,Toc C,cpGrid,None,,,
default,Toc C,cpHeadFold,None,,,
default,Toc C,cpMeteostat,None,,,
default,Toc C,cpOperator,None,,,
default,Toc C,cpOwner,None,,,
default,Toc C,cpSite,None,,,
default,Toc C,cpSubstat,None,,,
default,Toc C,cpSupplySubstation,None,,,
default,Toc C,cpSupplyTransformer,None,,,
default,Toc C,cpSupplyTrfStation,None,,,
default,Toc C,cpZone,None,,,
default,Toc C,dat_src,None,,,
default,Toc C,dataExtDesc,None,,,
default,Toc C,dataExtUnit,None,,,
default,Toc C,fold_id,None,,,
default,Toc C,for_name,None,,,
default,Toc C,gnrl_modby,None,,,
default,Toc C,gnrl_modif,None,,,
default,Toc C,iSchemeStatus,None,,,
default,Toc C,iacceptblock,None,,,
default,Toc C,idir,None,,,
default,Toc C,loc_name,None,,,
default,Toc C,minresptime,None,,,
default,Toc C,outserv,ON,,,
default,Toc C,pcharac,None,,,
default,Toc C,resetdis,None,,,
default,Toc C,root_id,None,,,
default,Toc C,typ_id,None,,,
default,Toc C,udeftmax,None,,,
default,Toc C,udeftmin,None,,,
default,Toc Earth,AttributeType,None,,,
default,Toc Earth,Ipset,None,,,
default,Toc Earth,Ipsetr,Parameters/,PICKUP Earth,use_setting,None
default,Toc Earth,ModFrame,None,,,
default,Toc Earth,ResetT,None,,,
default,Toc Earth,Tadder,None,,,
default,Toc Earth,Tpset,Parameters/,TIME_DIAL Earth,use_setting,None
default,Toc Earth,Trelblock,None,,,
default,Toc Earth,Tshift,None,,,
default,Toc Earth,cDisplayName,None,,,
default,Toc Earth,cResetT,None,,,
default,Toc Earth,cTadder,None,,,
default,Toc Earth,cUserDefIndex,None,,,
default,Toc Earth,c_sfansi,None,,,
default,Toc Earth,c_sfiec,None,,,
default,Toc Earth,c_type,None,,,
default,Toc Earth,calcuse,None,,,
default,Toc Earth,charact,None,,,
default,Toc Earth,chr_name,None,,,
default,Toc Earth,ciDist,None,,,
default,Toc Earth,ciDistAll,None,,,
default,Toc Earth,ciDistAllRoot,None,,,
default,Toc Earth,ciDistRoot,None,,,
default,Toc Earth,ciEarthed,None,,,
default,Toc Earth,ciEnergized,None,,,
default,Toc Earth,ciLater,None,,,
default,Toc Earth,ciOutaged,None,,,
default,Toc Earth,cminresptime,None,,,
default,Toc Earth,cpArea,None,,,
default,Toc Earth,cpBranch,None,,,
default,Toc Earth,cpFeed,None,,,
default,Toc Earth,cpGrid,None,,,
default,Toc Earth,cpHeadFold,None,,,
default,Toc Earth,cpMeteostat,None,,,
default,Toc Earth,cpOperator,None,,,
default,Toc Earth,cpOwner,None,,,
default,Toc Earth,cpSite,None,,,
default,Toc Earth,cpSubstat,None,,,
default,Toc Earth,cpSupplySubstation,None,,,
default,Toc Earth,cpSupplyTransformer,None,,,
default,Toc Earth,cpSupplyTrfStation,None,,,
default,Toc Earth,cpZone,None,,,
default,Toc Earth,dat_src,None,,,
default,Toc Earth,dataExtDesc,None,,,
default,Toc Earth,dataExtUnit,None,,,
default,Toc Earth,fold_id,None,,,
default,Toc Earth,for_name,None,,,
default,Toc Earth,gnrl_modby,None,,,
default,Toc Earth,gnrl_modif,None,,,
default,Toc Earth,iSchemeStatus,None,,,
default,Toc Earth,iacceptblock,None,,,
default,Toc Earth,idir,None,,,
default,Toc Earth,loc_name,None,,,
default,Toc Earth,minresptime,None,,,
default,Toc Earth,outserv,ON,,,
default,Toc Earth,pcharac,None,,,
default,Toc Earth,resetdis,None,,,
default,Toc Earth,root_id,None,,,
default,Toc Earth,typ_id,None,,,
default,Toc Earth,udeftmax,None,,,
default,Toc Earth,udeftmin,None,,,
