FOLDER,ELEMENT,ATTRIBUTE,,,,
CDG21_Earth,default,AttributeType,None,,,
CDG21_Earth,default,actset,None,,,
CDG21_Earth,default,application,None,,,
CDG21_Earth,default,appr_modby,None,,,
CDG21_Earth,default,appr_modif,None,,,
CDG21_Earth,default,appr_status,None,,,
CDG21_Earth,default,cDisplayName,None,,,
CDG21_Earth,default,cUserDefIndex,None,,,
CDG21_Earth,default,c_category,None,,,
CDG21_Earth,default,cbranch,None,,,
CDG21_Earth,default,cbranchid,None,,,
CDG21_Earth,default,cctprim,None,,,
CDG21_Earth,default,cctsec,None,,,
CDG21_Earth,default,ccub,None,,,
CDG21_Earth,default,charact,None,,,
CDG21_Earth,default,chr_name,None,,,
CDG21_Earth,default,ciDist,None,,,
CDG21_Earth,default,ciDistAll,None,,,
CDG21_Earth,default,ciDistAllRoot,None,,,
CDG21_Earth,default,ciDistRoot,None,,,
CDG21_Earth,default,ciEarthed,None,,,
CDG21_Earth,default,ciEnergized,None,,,
CDG21_Earth,default,ciLater,None,,,
CDG21_Earth,default,ciOutaged,None,,,
CDG21_Earth,default,cn_bus,None,,,
CDG21_Earth,default,constr,None,,,
CDG21_Earth,default,contents,None,,,
CDG21_Earth,default,cpArea,None,,,
CDG21_Earth,default,cpBranch,None,,,
CDG21_Earth,default,cpCt,None,,,
CDG21_Earth,default,cpFeed,None,,,
CDG21_Earth,default,cpGrid,None,,,
CDG21_Earth,default,cpHeadFold,None,,,
CDG21_Earth,default,cpMeteostat,None,,,
CDG21_Earth,default,cpOperator,None,,,
CDG21_Earth,default,cpOwner,None,,,
CDG21_Earth,default,cpShc,None,,,
CDG21_Earth,default,cpSite,None,,,
CDG21_Earth,default,cpSubstat,None,,,
CDG21_Earth,default,cpSupplySubstation,None,,,
CDG21_Earth,default,cpSupplyTransformer,None,,,
CDG21_Earth,default,cpSupplyTrfStation,None,,,
CDG21_Earth,default,cpVt,None,,,
CDG21_Earth,default,cpZone,None,,,
CDG21_Earth,default,ctprim,None,,,
CDG21_Earth,default,ctsec,None,,,
CDG21_Earth,default,cvtprim,None,,,
CDG21_Earth,default,cvtsec,None,,,
CDG21_Earth,default,dat_src,None,,,
CDG21_Earth,default,dataExtDesc,None,,,
CDG21_Earth,default,dataExtUnit,None,,,
CDG21_Earth,default,desc,None,,,
CDG21_Earth,default,dev_no,None,,,
CDG21_Earth,default,doc_id,None,,,
CDG21_Earth,default,efaultmaxi,None,,,
CDG21_Earth,default,efaultmini,None,,,
CDG21_Earth,default,fold_id,None,,,
CDG21_Earth,default,for_name,None,,,
CDG21_Earth,default,gnrl_modby,None,,,
CDG21_Earth,default,gnrl_modif,None,,,
CDG21_Earth,default,iComDate,None,,,
CDG21_Earth,default,iSchemeStatus,None,,,
CDG21_Earth,default,isSubRelay,None,,,
CDG21_Earth,default,loc_name,None,,,
CDG21_Earth,default,outserv,None,,,
CDG21_Earth,default,pOperator,None,,,
CDG21_Earth,default,pOwner,None,,,
CDG21_Earth,default,pReference,None,,,
CDG21_Earth,default,pdiselm,None,,,
CDG21_Earth,default,pelm,None,,,
CDG21_Earth,default,phfaultmaxi,None,,,
