FOLDER,ELEMENT,ATTRIBUTE,,,,,
default,Measure Ph,gnrl_modby,None,,,,
default,Measure Ph,gnrl_modif,None,,,,
default,Measure Ph,iSchemeStatus,None,,,,
default,Measure Ph,iphase,None,,,,
default,Measure Ph,loc_name,None,,,,
default,Measure Ph,outserv,ON,,,,
default,Measure Ph,root_id,None,,,,
default,Measure Ph,typ_id,None,,,,
default,Measure 3I0,AttributeType,None,,,,
default,Measure 3I0,Inom,None,,,,
default,Measure 3I0,Is,None,,,,
default,Measure 3I0,Unom,None,,,,
default,Measure 3I0,cDisplayName,None,,,,
default,Measure 3I0,cUserDefIndex,None,,,,
default,Measure 3I0,charact,None,,,,
default,Measure 3I0,chr_name,None,,,,
default,Measure 3I0,ciDist,None,,,,
default,Measure 3I0,ciDistAll,None,,,,
default,Measure 3I0,ciDistAllRoot,None,,,,
default,Measure 3I0,ciDistRoot,None,,,,
default,Measure 3I0,ciEarthed,None,,,,
default,Measure 3I0,ciEnergized,None,,,,
default,Measure 3I0,ciLater,None,,,,
default,Measure 3I0,ciOutaged,None,,,,
default,Measure 3I0,cpArea,None,,,,
default,Measure 3I0,cpBranch,None,,,,
default,Measure 3I0,cpFeed,None,,,,
default,Measure 3I0,cpGrid,None,,,,
default,Measure 3I0,cpHeadFold,None,,,,
default,Measure 3I0,cpMeteostat,None,,,,
default,Measure 3I0,cpOperator,None,,,,
default,Measure 3I0,cpOwner,None,,,,
default,Measure 3I0,cpSite,None,,,,
default,Measure 3I0,cpSubstat,None,,,,
default,Measure 3I0,cpSupplySubstation,None,,,,
default,Measure 3I0,cpSupplyTransformer,None,,,,
default,Measure 3I0,cpSupplyTrfStation,None,,,,
default,Measure 3I0,cpZone,None,,,,
default,Measure 3I0,dat_src,None,,,,
default,Measure 3I0,dataExtUnit,None,,,,
default,Measure 3I0,fold_id,None,,,,
default,Measure 3I0,for_name,None,,,,
default,Measure 3I0,gnrl_modby,None,,,,
default,Measure 3I0,gnrl_modif,None,,,,
default,Measure 3I0,iSchemeStatus,None,,,,
default,Measure 3I0,iphase,None,,,,
default,Measure 3I0,loc_name,None,,,,
default,Measure 3I0,outserv,ON,,,,
default,Measure 3I0,root_id,None,,,,
default,Measure 3I0,typ_id,None,,,,
default,I>,AttributeType,None,,,,
default,I>,Ipset,SPCJ 4D29/Main setting parameters/,0S21,use_setting,None,
default,I>,Ipsetr,None,,,,
default,I>,ModFrame,None,,,,
default,I>,ResetT,None,,,,
default,I>,Tadder,None,,,,
default,I>,Tpset,SPCJ 4D29/Main setting parameters/,0S22,use_setting,None,
default,I>,Trelblock,None,,,,
default,I>,Tshift,None,,,,
default,I>,cDisplayName,None,,,,
default,I>,cResetT,None,,,,
default,I>,cTadder,None,,,,
default,I>,cUserDefIndex,None,,,,
default,I>,c_sfansi,None,,,,
default,I>,c_sfiec,None,,,,
default,I>,c_type,None,,,,
default,I>,calcuse,None,,,,
default,I>,charact,None,,,,
default,I>,chr_name,None,,,,
default,I>,ciDist,None,,,,
default,I>,ciDistAll,None,,,,
default,I>,ciDistAllRoot,None,,,,
default,I>,ciDistRoot,None,,,,
default,I>,ciEarthed,None,,,,
default,I>,ciEnergized,None,,,,
default,I>,ciLater,None,,,,
default,I>,ciOutaged,None,,,,
default,I>,cminresptime,None,,,,
default,I>,cpArea,None,,,,
default,I>,cpBranch,None,,,,
default,I>,cpFeed,None,,,,
default,I>,cpGrid,None,,,,
default,I>,cpHeadFold,None,,,,
default,I>,cpMeteostat,None,,,,
default,I>,cpOperator,None,,,,
default,I>,cpOwner,None,,,,
default,I>,cpSite,None,,,,
default,I>,cpSubstat,None,,,,
default,I>,cpSupplySubstation,None,,,,
default,I>,cpSupplyTransformer,None,,,,
default,I>,cpSupplyTrfStation,None,,,,
default,I>,cpZone,None,,,,
default,I>,dat_src,None,,,,
default,I>,dataExtUnit,None,,,,
default,I>,fold_id,None,,,,
default,I>,for_name,None,,,,
default,I>,gnrl_modby,None,,,,
default,I>,gnrl_modif,None,,,,
default,I>,iSchemeStatus,None,,,,
default,I>,iacceptblock,None,,,,
default,I>,idir,None,,,,
default,I>,loc_name,None,,,,
default,I>,minresptime,None,,,,
default,I>,outserv,SPCJ 4D29/Configuration of main switchgroups/,0S31,use_setting,1,binary
default,I>,pcharac,SPCJ 4D29/Configuration of main switchgroups/,0S29,use_setting,876,binary
default,I>,resetdis,None,,,,
default,I>,root_id,None,,,,
default,I>,typ_id,None,,,,
default,I>,udeftmax,None,,,,
default,I>,udeftmin,None,,,,
default,I>>,AttributeType,None,,,,
default,I>>,Ipset,SPCJ 4D29/Main setting parameters/,0S23,use_setting,None,
default,I>>,Ipsetr,None,,,,
default,I>>,Trelblock,None,,,,
default,I>>,Tset,SPCJ 4D29/Main setting parameters/,0S24,use_setting,None,
default,I>>,cDisplayName,None,,,,
default,I>>,cTset,None,,,,
default,I>>,cUserDefIndex,None,,,,
default,I>>,c_sfansi,None,,,,
default,I>>,c_sfiec,None,,,,
default,I>>,c_type,None,,,,
default,I>>,calcuse,None,,,,
default,I>>,charact,None,,,,
default,I>>,chr_name,None,,,,
default,I>>,ciDist,None,,,,
default,I>>,ciDistAll,None,,,,
default,I>>,ciDistAllRoot,None,,,,
default,I>>,ciDistRoot,None,,,,
default,I>>,ciEarthed,None,,,,
default,I>>,ciEnergized,None,,,,
default,I>>,ciLater,None,,,,
default,I>>,ciOutaged,None,,,,
default,I>>,cpArea,None,,,,
default,I>>,cpBranch,None,,,,
default,I>>,cpFeed,None,,,,
default,I>>,cpGrid,None,,,,
default,I>>,cpHeadFold,None,,,,
default,I>>,cpMeteostat,None,,,,
default,I>>,cpOperator,None,,,,
default,I>>,cpOwner,None,,,,
default,I>>,cpSite,None,,,,
default,I>>,cpSubstat,None,,,,
default,I>>,cpSupplySubstation,None,,,,
default,I>>,cpSupplyTransformer,None,,,,
default,I>>,cpSupplyTrfStation,None,,,,
default,I>>,cpZone,None,,,,
default,I>>,cptotime,None,,,,
default,I>>,dat_src,None,,,,
default,I>>,dataExtUnit,None,,,,
default,I>>,fold_id,None,,,,
default,I>>,for_name,None,,,,
default,I>>,gnrl_modby,None,,,,
default,I>>,gnrl_modif,None,,,,
default,I>>,iSchemeStatus,None,,,,
default,I>>,iacceptblock,None,,,,
default,I>>,idir,None,,,,
default,I>>,loc_name,None,,,,
default,I>>,outserv,SPCJ 4D29/Configuration of main switchgroups/,0S31,use_setting,2,binary
default,I>>,root_id,None,,,,
default,I>>,typ_id,None,,,,
default,Io>,AttributeType,None,,,,
default,Io>,Ipset,SPCJ 4D29/Main setting parameters/,0S25,use_setting,None,
default,Io>,Ipsetr,None,,,,
default,Io>,ModFrame,None,,,,
default,Io>,ResetT,None,,,,
default,Io>,Tadder,None,,,,
default,Io>,Tpset,SPCJ 4D29/Main setting parameters/,0S26,use_setting,None,
default,Io>,Trelblock,None,,,,
default,Io>,Tshift,None,,,,
default,Io>,cDisplayName,None,,,,
default,Io>,cResetT,None,,,,
default,Io>,cTadder,None,,,,
default,Io>,cUserDefIndex,None,,,,
default,Io>,c_sfansi,None,,,,
default,Io>,c_sfiec,None,,,,
default,Io>,c_type,None,,,,
default,Io>,calcuse,None,,,,
default,Io>,charact,None,,,,
default,Io>,chr_name,None,,,,
default,Io>,ciDist,None,,,,
default,Io>,ciDistAll,None,,,,
default,Io>,ciDistAllRoot,None,,,,
default,Io>,ciDistRoot,None,,,,
default,Io>,ciEarthed,None,,,,
default,Io>,ciEnergized,None,,,,
default,Io>,ciLater,None,,,,
default,Io>,ciOutaged,None,,,,
default,Io>,cminresptime,None,,,,
default,Io>,cpArea,None,,,,
default,Io>,cpBranch,None,,,,
default,Io>,cpFeed,None,,,,
default,Io>,cpGrid,None,,,,
default,Io>,cpHeadFold,None,,,,
default,Io>,cpMeteostat,None,,,,
default,Io>,cpOperator,None,,,,
default,Io>,cpOwner,None,,,,
default,Io>,cpSite,None,,,,
default,Io>,cpSubstat,None,,,,
default,Io>,cpSupplySubstation,None,,,,
default,Io>,cpSupplyTransformer,None,,,,
default,Io>,cpSupplyTrfStation,None,,,,
default,Io>,cpZone,None,,,,
default,Io>,dat_src,None,,,,
default,Io>,dataExtUnit,None,,,,
default,Io>,fold_id,None,,,,
default,Io>,for_name,None,,,,
default,Io>,gnrl_modby,None,,,,
default,Io>,gnrl_modif,None,,,,
default,Io>,iSchemeStatus,None,,,,
default,Io>,iacceptblock,None,,,,
default,Io>,idir,None,,,,
default,Io>,loc_name,None,,,,
default,Io>,minresptime,None,,,,
default,Io>,outserv,SPCJ 4D29/Configuration of main switchgroups/,0S31,use_setting,3,binary
default,Io>,pcharac,SPCJ 4D29/Configuration of main switchgroups/,0S29,use_setting,321,binary
default,Io>,resetdis,None,,,,
default,Io>,root_id,None,,,,
default,Io>,typ_id,None,,,,
default,Io>,udeftmax,None,,,,
default,Io>,udeftmin,None,,,,
default,Io>>,AttributeType,None,,,,
default,Io>>,Ipset,SPCJ 4D29/Main setting parameters/,0S27,use_setting,None,
default,Io>>,Ipsetr,None,,,,
default,Io>>,Trelblock,None,,,,
default,Io>>,Tset,SPCJ 4D29/Main setting parameters/,0S28,use_setting,None,
default,Io>>,cDisplayName,None,,,,
default,Io>>,cTset,None,,,,
default,Io>>,cUserDefIndex,None,,,,
default,Io>>,c_sfansi,None,,,,
default,Io>>,c_sfiec,None,,,,
default,Io>>,c_type,None,,,,
default,Io>>,calcuse,None,,,,
default,Io>>,charact,None,,,,
default,Io>>,chr_name,None,,,,
default,Io>>,ciDist,None,,,,
default,Io>>,ciDistAll,None,,,,
default,Io>>,ciDistAllRoot,None,,,,
default,Io>>,ciDistRoot,None,,,,
default,Io>>,ciEarthed,None,,,,
default,Io>>,ciEnergized,None,,,,
default,Io>>,ciLater,None,,,,
default,Io>>,ciOutaged,None,,,,
default,Io>>,cpArea,None,,,,
default,Io>>,cpBranch,None,,,,
default,Io>>,cpFeed,None,,,,
default,Io>>,cpGrid,None,,,,
default,Io>>,cpHeadFold,None,,,,
default,Io>>,cpMeteostat,None,,,,
default,Io>>,cpOperator,None,,,,
default,Io>>,cpOwner,None,,,,
default,Io>>,cpSite,None,,,,
default,Io>>,cpSubstat,None,,,,
default,Io>>,cpSupplySubstation,None,,,,
default,Io>>,cpSupplyTransformer,None,,,,
default,Io>>,cpSupplyTrfStation,None,,,,
default,Io>>,cpZone,None,,,,
default,Io>>,cptotime,None,,,,
default,Io>>,dat_src,None,,,,
default,Io>>,dataExtUnit,None,,,,
default,Io>>,fold_id,None,,,,
default,Io>>,for_name,None,,,,
default,Io>>,gnrl_modby,None,,,,
default,Io>>,gnrl_modif,None,,,,
default,Io>>,iSchemeStatus,None,,,,
default,Io>>,iacceptblock,None,,,,
default,Io>>,idir,None,,,,
default,Io>>,loc_name,None,,,,
default,Io>>,outserv,SPCJ 4D29/Configuration of main switchgroups/,0S31,use_setting,4,binary
default,Io>>,root_id,None,,,,
default,Io>>,typ_id,None,,,,
default,Logic_dip,SGR31,None,,,,
default,Logic_dip,SGR32,None,,,,
default,Logic_dip,SGR33,None,,,,
default,Logic_dip,SGR34,None,,,,
default,Logic_dip,SGR35,None,,,,
default,Logic_dip,SGR36,None,,,,
default,Logic_dip,SGR37,None,,,,
default,Logic_dip,SGR38,None,,,,
default,Logic_dip,SGR21,None,,,,
default,Logic_dip,SGR22,None,,,,
default,Logic_dip,SGR23,None,,,,
default,Logic_dip,SGR24,None,,,,
default,Logic_dip,SGR25,None,,,,
default,Logic_dip,SGR26,None,,,,
default,Logic_dip,SGR27,None,,,,
default,Logic_dip,SGR28,None,,,,
default,Logic_dip,SGR11,None,,,,
default,Logic_dip,SGR12,None,,,,
default,Logic_dip,SGR13,None,,,,
default,Logic_dip,SGR14,None,,,,
default,Logic_dip,SGR15,None,,,,
default,Logic_dip,SGR16,None,,,,
default,Logic_dip,SGR17,None,,,,
default,Logic_dip,SGR18,None,,,,
default,Logic,AttributeType,None,,,,
default,Logic,aDipset,None,,,,
default,Logic,cDisplayName,None,,,,
default,Logic,cUserDefIndex,None,,,,
default,Logic,charact,None,,,,
default,Logic,chr_name,None,,,,
default,Logic,ciDist,None,,,,
default,Logic,ciDistAll,None,,,,
default,Logic,ciDistAllRoot,None,,,,
default,Logic,ciDistRoot,None,,,,
default,Logic,ciEarthed,None,,,,
default,Logic,ciEnergized,None,,,,
default,Logic,ciLater,None,,,,
default,Logic,ciOutaged,None,,,,
default,Logic,cpArea,None,,,,
default,Logic,cpBranch,None,,,,
default,Logic,cpFeed,None,,,,
default,Logic,cpGrid,None,,,,
default,Logic,cpHeadFold,None,,,,
default,Logic,cpMeteostat,None,,,,
default,Logic,cpOperator,None,,,,
default,Logic,cpOwner,None,,,,
default,Logic,cpSite,None,,,,
default,Logic,cpSubstat,None,,,,
default,Logic,cpSupplySubstation,None,,,,
default,Logic,cpSupplyTransformer,None,,,,
default,Logic,cpSupplyTrfStation,None,,,,
default,Logic,cpZone,None,,,,
default,Logic,dat_src,None,,,,
default,Logic,dataExtUnit,None,,,,
default,Logic,fold_id,None,,,,
default,Logic,for_name,None,,,,
default,Logic,gnrl_modby,None,,,,
default,Logic,gnrl_modif,None,,,,
default,Logic,iSchemeStatus,None,,,,
default,Logic,iout,None,,,,
default,Logic,loc_name,None,,,,
default,Logic,outserv,ON,,,,
default,Logic,pSwitch,None,,,,
default,Logic,root_id,None,,,,
default,Logic,sLogic,None,,,,
default,Logic,sTripsig,None,,,,
default,Logic,typ_id,None,,,,
